,Unnamed: 0,name,x1,x2,y1,y2,classname,newFilename
4757,4774,2447.png,126,28,350,336,face_other_covering,1262447.png
4813,4830,2978.png,578,149,637,222,face_with_mask,5782978.png
978,983,3223.png,126,35,399,407,face_with_mask,1263223.png
2134,2145,5818.jpg,127,73,252,211,face_no_mask,1275818.jpg
3429,3444,2248.png,220,74,401,319,face_other_covering,2202248.png
3262,3275,2300.png,1,1,666,616,face_with_mask,12300.png
3447,3462,3938.png,304,104,390,233,face_no_mask,3043938.png
4698,4715,5517.jpg,95,11,361,379,face_other_covering,955517.jpg
3505,3520,4264.png,369,166,614,468,face_other_covering,3694264.png
1503,1509,4742.png,205,5,550,424,face_with_mask,2054742.png
5273,201,00223_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00223_Mask_Nose_Mouth.jpg
2325,2336,4433.png,70,28,224,190,face_no_mask,704433.png
5593,521,00568_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00568_Mask_Chin.jpg
5798,726,00788_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00788_Mask_Mouth_Chin.jpg
6904,1832,01948_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01948_Mask_Mouth_Chin.jpg
1368,1374,1835.jpg,656,78,764,211,face_with_mask,6561835.jpg
6408,1336,01435_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01435_Mask_Mouth_Chin.jpg
5750,678,00737_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00737_Mask_Mouth_Chin.jpg
5784,712,00774_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00774_Mask_Mouth_Chin.jpg
3862,3878,4808.png,289,137,347,211,face_with_mask,2894808.png
3977,3993,6194.jpg,342,129,502,313,face_other_covering,3426194.jpg
3594,3610,4187.png,395,9,555,204,face_with_mask,3954187.png
5463,391,00435_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00435_Mask_Mouth_Chin.jpg
272,272,2151.jpg,79,66,200,162,face_with_mask,792151.jpg
3432,3447,3635.png,340,230,450,370,face_with_mask,3403635.png
3341,3354,2467.png,126,5,387,366,face_with_mask,1262467.png
3418,3432,3204.png,224,2,464,348,face_with_mask,2243204.png
2074,2084,1834.jpg,481,103,627,265,face_other_covering,4811834.jpg
6792,1720,01832_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01832_Mask_Mouth_Chin.jpg
2791,2802,2435.png,172,94,373,279,face_with_mask,1722435.png
2882,2893,3512.png,3,82,66,258,face_with_mask,33512.png
6155,1083,01166_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01166_Mask_Mouth_Chin.jpg
4527,4543,4813.png,740,172,944,400,face_with_mask,7404813.png
3694,3710,6265.jpg,337,70,429,201,face_no_mask,3376265.jpg
4097,4113,1988.jpg,1081,148,1462,608,face_with_mask,10811988.jpg
6426,1354,01453_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01453_Mask_Mouth_Chin.jpg
1381,1387,2810.png,339,185,454,280,face_with_mask,3392810.png
4349,4365,2883.png,171,7,461,325,face_other_covering,1712883.png
5876,804,00868_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00868_Mask_Mouth_Chin.jpg
2813,2824,3369.png,97,4,371,268,face_with_mask,973369.png
1337,1342,5003.jpg,304,9,470,230,face_with_mask,3045003.jpg
4408,4424,5931.jpg,175,92,227,158,face_no_mask,1755931.jpg
3917,3933,3945.png,335,90,521,287,face_with_mask,3353945.png
4613,4629,5500.jpg,713,422,863,582,face_other_covering,7135500.jpg
3832,3848,5140.jpg,793,5,1576,862,face_other_covering,7935140.jpg
6243,1171,01259_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01259_Mask_Mouth_Chin.jpg
1892,1901,5264.jpg,1674,501,1811,706,face_with_mask,16745264.jpg
1442,1448,5974.jpg,5,1,118,96,face_no_mask,55974.jpg
220,220,2519.png,360,62,606,366,face_other_covering,3602519.png
5205,133,00148_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00148_Mask_Mouth_Chin.jpg
939,944,6212.jpg,245,203,592,688,face_other_covering,2456212.jpg
2999,3010,3185.png,451,109,512,184,face_with_mask,4513185.png
1887,1896,5594.jpg,729,49,1480,1178,face_with_mask,7295594.jpg
5607,535,00582_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00582_Mask_Mouth_Chin.jpg
2281,2292,3414.png,80,9,223,186,face_with_mask,803414.png
5244,172,00191_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00191_Mask_Nose_Mouth.jpg
2251,2262,4221.png,287,119,520,499,face_with_mask,2874221.png
2793,2804,3786.png,127,25,264,202,face_with_mask,1273786.png
5828,756,00818_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00818_Mask_Chin.jpg
3020,3032,6113.jpg,864,31,1016,208,face_no_mask,8646113.jpg
1659,1666,4615.png,154,178,432,544,face_with_mask,1544615.png
5181,109,00124_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00124_Mask_Mouth_Chin.jpg
5045,5062,3688.png,967,1,1149,171,face_with_mask,9673688.png
3142,3154,3960.png,493,100,639,288,face_other_covering,4933960.png
2595,2606,2381.png,234,20,559,461,face_with_mask,2342381.png
3428,3443,2148.jpg,162,251,261,360,face_with_mask_incorrect,1622148.jpg
809,814,5957.jpg,673,464,733,527,face_other_covering,6735957.jpg
1441,1447,3794.png,225,0,569,475,face_with_mask,2253794.png
2182,2193,5911.jpg,328,174,370,259,face_no_mask,3285911.jpg
4596,4612,2073.jpg,911,4,4886,3649,face_with_mask,9112073.jpg
2157,2168,5433.jpg,330,118,483,324,face_with_mask,3305433.jpg
1995,2004,4053.png,280,93,398,226,face_other_covering,2804053.png
6327,1255,01345_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01345_Mask_Mouth_Chin.jpg
1727,1735,4645.png,223,46,282,128,face_with_mask,2234645.png
371,372,4506.png,103,15,411,465,face_with_mask,1034506.png
1029,1034,2974.png,190,5,668,574,face_with_mask,1902974.png
1109,1114,5718.jpg,757,336,2451,1952,face_other_covering,7575718.jpg
3988,4004,3642.png,69,191,275,455,face_with_mask,693642.png
3225,3237,1924.jpg,185,248,353,448,face_with_mask,1851924.jpg
2454,2465,3243.png,202,152,289,270,face_with_mask,2023243.png
2056,2066,3016.png,196,298,272,386,face_with_mask,1963016.png
4562,4578,5353.jpg,118,23,549,441,face_no_mask,1185353.jpg
5668,596,00649_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00649_Mask_Mouth_Chin.jpg
4966,4983,4865.png,208,126,258,194,face_with_mask,2084865.png
1912,1921,2038.jpg,431,57,534,173,face_with_mask,4312038.jpg
5364,292,00319_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00319_Mask_Chin.jpg
2972,2983,2923.png,195,29,305,162,face_other_covering,1952923.png
3156,3168,4634.png,361,72,557,275,face_with_mask_incorrect,3614634.png
3179,3191,4702.png,410,219,446,269,face_with_mask,4104702.png
122,122,4964.png,319,283,376,358,face_with_mask,3194964.png
2683,2694,5985.jpg,532,199,604,296,face_no_mask,5325985.jpg
5327,255,00281_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00281_Mask_Mouth_Chin.jpg
6326,1254,01344_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01344_Mask_Nose_Mouth.jpg
4517,4533,3770.png,239,170,256,192,face_with_mask,2393770.png
1429,1435,5068.jpg,294,41,459,223,face_with_mask,2945068.jpg
957,962,1835.jpg,754,130,807,192,face_with_mask,7541835.jpg
5881,809,00873_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00873_Mask_Nose_Mouth.jpg
6796,1724,01837_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01837_Mask_Mouth_Chin.jpg
2938,2949,2935.png,151,151,224,229,face_no_mask,1512935.png
4310,4326,3278.png,344,98,498,280,face_with_mask_incorrect,3443278.png
877,882,2422.png,210,40,241,74,face_with_mask,2102422.png
1680,1687,2973.png,3,7,702,813,face_with_mask,32973.png
1172,1177,4561.png,765,125,857,248,face_with_mask,7654561.png
4962,4979,3485.png,126,51,426,486,face_with_mask,1263485.png
1755,1763,4352.png,395,41,467,145,face_with_mask,3954352.png
6396,1324,01421_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01421_Mask_Mouth_Chin.jpg
720,725,3511.png,583,67,945,575,face_no_mask,5833511.png
5636,564,00615_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00615_Mask_Mouth_Chin.jpg
2941,2952,3478.png,209,52,256,110,face_with_mask,2093478.png
6065,993,01070_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,01070_Mask_Nose_Mouth.jpg
4949,4966,5550.jpg,733,282,1854,1406,face_with_mask,7335550.jpg
5927,855,00920_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00920_Mask_Mouth_Chin.jpg
5010,5027,2573.png,345,214,372,250,face_with_mask,3452573.png
5912,840,00905_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00905_Mask_Chin.jpg
3550,3565,6060.jpg,33,94,184,315,face_no_mask,336060.jpg
1153,1158,2780.png,99,72,155,161,face_no_mask,992780.png
3643,3659,6299.jpg,336,251,385,318,face_no_mask,3366299.jpg
1253,1258,2864.png,260,5,424,173,face_with_mask,2602864.png
1720,1728,4933.png,100,124,203,229,face_with_mask,1004933.png
4756,4773,3426.png,194,175,516,556,face_with_mask,1943426.png
5030,5047,3642.png,58,125,146,232,face_with_mask,583642.png
1398,1404,4013.png,818,147,840,167,face_with_mask,8184013.png
2881,2892,1999.jpg,567,189,970,610,face_other_covering,5671999.jpg
6608,1536,01639_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01639_Mask_Chin.jpg
6529,1457,01558_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01558_Mask_Mouth_Chin.jpg
2624,2635,3983.png,326,118,353,148,face_with_mask,3263983.png
4766,4783,4947.png,0,32,87,172,face_other_covering,04947.png
256,256,3934.png,28,50,75,112,face_with_mask,283934.png
6270,1198,01287_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01287_Mask_Mouth_Chin.jpg
1611,1618,4083.png,247,201,418,428,face_with_mask,2474083.png
360,361,6290.jpg,283,130,448,366,face_with_mask_incorrect,2836290.jpg
5392,320,00351_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00351_Mask_Mouth_Chin.jpg
6164,1092,01177_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01177_Mask_Mouth_Chin.jpg
2211,2222,5098.jpeg,203,7,249,90,face_with_mask,2035098.jpeg
6749,1677,01788_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01788_Mask_Mouth_Chin.jpg
125,125,4856.png,237,86,304,173,face_with_mask,2374856.png
2924,2935,5730.jpg,514,65,577,131,face_other_covering,5145730.jpg
1716,1724,6000.jpg,666,453,743,560,face_no_mask,6666000.jpg
3209,3221,1939.jpg,1071,266,1254,505,face_with_mask,10711939.jpg
1357,1363,5485.jpg,72,67,683,798,face_no_mask,725485.jpg
54,54,5172.jpg,467,69,515,137,face_with_mask,4675172.jpg
5533,461,00508_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00508_Mask_Mouth_Chin.jpg
2272,2283,5135.png,216,61,234,84,face_no_mask,2165135.png
6320,1248,01338_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01338_Mask_Mouth_Chin.jpg
1791,1799,2462.png,347,55,446,183,face_other_covering,3472462.png
4717,4734,2982.png,240,2,1011,698,face_with_mask,2402982.png
3281,3294,4023.png,228,368,256,407,face_other_covering,2284023.png
5494,422,00468_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00468_Mask_Mouth_Chin.jpg
5627,555,00604_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00604_Mask_Mouth_Chin.jpg
1008,1013,2896.png,61,40,175,183,face_with_mask,612896.png
3219,3231,5809.jpg,400,1,797,470,face_other_covering,4005809.jpg
4285,4301,3687.png,5,145,63,264,face_with_mask,53687.png
3804,3820,5659.jpg,710,240,926,572,face_no_mask,7105659.jpg
2926,2937,4770.png,1,71,81,185,face_with_mask_incorrect,14770.png
4961,4978,4632.png,50,7,390,394,face_with_mask,504632.png
209,209,5489.jpg,244,23,390,252,face_other_covering,2445489.jpg
5418,346,00378_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00378_Mask_Mouth_Chin.jpg
2702,2713,4843.png,171,7,554,466,face_other_covering,1714843.png
5867,795,00859_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00859_Mask_Mouth_Chin.jpg
4518,4534,3197.png,285,432,325,485,face_with_mask,2853197.png
4959,4976,2007.jpg,373,58,430,129,face_with_mask,3732007.jpg
6558,1486,01588_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01588_Mask_Mouth_Chin.jpg
5810,738,00800_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00800_Mask_Mouth_Chin.jpg
5662,590,00642_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00642_Mask_Mouth_Chin.jpg
5540,468,00515_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00515_Mask_Mouth_Chin.jpg
3629,3645,3511.png,314,88,505,326,face_with_mask,3143511.png
3632,3648,5642.jpg,161,38,333,211,face_with_mask_incorrect,1615642.jpg
2880,2891,5492.jpg,474,181,888,610,face_with_mask,4745492.jpg
2581,2592,4619.png,364,71,508,274,face_with_mask,3644619.png
22,22,3138.png,124,5,264,162,face_with_mask,1243138.png
4404,4420,4517.png,147,49,194,112,face_with_mask,1474517.png
2528,2539,6415.png,192,25,631,692,face_with_mask,1926415.png
3285,3298,5438.jpg,268,264,606,750,face_other_covering,2685438.jpg
5422,350,00382_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00382_Mask_Mouth_Chin.jpg
1722,1730,3254.png,411,259,452,314,face_no_mask,4113254.png
662,666,4604.png,565,68,606,123,face_with_mask,5654604.png
6084,1012,01091_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01091_Mask_Mouth_Chin.jpg
4361,4377,6066.jpg,162,38,259,159,face_no_mask,1626066.jpg
411,413,3627.png,124,50,362,344,face_with_mask,1243627.png
5655,583,00635_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00635_Mask_Nose_Mouth.jpg
4986,5003,5942.jpg,954,22,1189,317,face_no_mask,9545942.jpg
6247,1175,01263_Mask_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01263_Mask_Chin.jpg
5848,776,00838_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00838_Mask_Mouth_Chin.jpg
2735,2746,4735.png,140,28,346,325,face_with_mask,1404735.png
5888,816,00881_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00881_Mask_Mouth_Chin.jpg
309,309,2739.png,483,3,530,55,face_with_mask,4832739.png
3749,3765,5382.jpg,186,410,331,586,face_other_covering,1865382.jpg
710,715,4910.png,255,193,368,330,face_with_mask,2554910.png
4997,5014,4219.png,333,79,384,158,face_with_mask,3334219.png
4377,4393,4922.png,216,7,480,316,face_with_mask,2164922.png
589,591,5798.jpg,359,55,810,450,face_other_covering,3595798.jpg
3955,3971,3829.png,279,144,465,379,face_with_mask,2793829.png
3279,3292,2344.png,155,132,238,227,face_with_mask,1552344.png
4044,4060,5104.jpg,2,142,93,244,face_no_mask,25104.jpg
5009,5026,4550.png,705,129,789,231,face_with_mask,7054550.png
6043,971,01048_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01048_Mask_Mouth_Chin.jpg
4490,4506,6246.jpg,68,5,673,702,face_no_mask,686246.jpg
1227,1232,1957.jpg,106,119,483,604,face_no_mask,1061957.jpg
51,51,4799.png,85,71,347,397,face_with_mask,854799.png
5452,380,00421_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00421_Mask_Mouth_Chin.jpg
5691,619,00673_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00673_Mask_Mouth_Chin.jpg
1176,1181,6100.jpg,1923,502,2149,740,face_no_mask,19236100.jpg
3725,3741,6053.jpg,137,21,331,247,face_no_mask,1376053.jpg
2357,2368,4972.png,41,48,288,368,face_with_mask,414972.png
1400,1406,4406.png,4,146,258,481,face_with_mask,44406.png
798,803,3682.png,390,74,463,159,face_with_mask,3903682.png
5679,607,00661_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00661_Mask_Nose_Mouth.jpg
1217,1222,6200.jpg,658,30,806,227,face_no_mask,6586200.jpg
6228,1156,01243_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01243_Mask_Mouth_Chin.jpg
4259,4275,6295.jpg,122,20,269,185,face_no_mask,1226295.jpg
6044,972,01049_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01049_Mask_Mouth_Chin.jpg
3822,3838,6344.jpg,1064,46,1329,367,face_other_covering,10646344.jpg
3073,3085,6118.jpg,274,166,381,282,face_no_mask,2746118.jpg
292,292,6000.jpg,517,259,585,352,face_no_mask,5176000.jpg
903,908,2319.png,317,1,638,361,face_other_covering,3172319.png
6008,936,01010_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01010_Mask_Mouth_Chin.jpg
1045,1050,2336.png,212,5,429,285,face_with_mask,2122336.png
3278,3291,2245.png,36,8,276,326,face_with_mask,362245.png
3257,3270,3706.png,16,4,462,458,face_with_mask,163706.png
5267,195,00217_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00217_Mask_Mouth_Chin.jpg
5425,353,00386_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00386_Mask_Mouth_Chin.jpg
1582,1588,2990.png,105,11,322,302,face_with_mask,1052990.png
5426,354,00387_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00387_Mask_Mouth_Chin.jpg
701,705,6104.jpg,334,137,374,195,face_no_mask,3346104.jpg
1415,1421,4055.png,41,4,400,534,face_other_covering,414055.png
1499,1505,2871.png,461,20,494,93,face_with_mask,4612871.png
5086,14,00015_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00015_Mask_Mouth_Chin.jpg
1199,1204,3290.png,267,122,346,218,face_other_covering,2673290.png
4019,4035,3555.png,136,45,498,512,face_with_mask,1363555.png
6225,1153,01240_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01240_Mask_Mouth_Chin.jpg
6809,1737,01850_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01850_Mask_Mouth_Chin.jpg
6725,1653,01763_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01763_Mask_Mouth_Chin.jpg
1453,1459,3255.png,22,3,519,651,face_other_covering,223255.png
3605,3621,3307.png,221,32,316,161,face_with_mask,2213307.png
1283,1288,3021.png,308,35,395,163,face_with_mask,3083021.png
2124,2135,3111.png,69,5,579,600,face_with_mask,693111.png
5515,443,00490_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00490_Mask_Mouth_Chin.jpg
3399,3412,5503.png,312,0,605,264,face_other_covering,3125503.png
184,184,3000.png,373,3,617,339,face_with_mask,3733000.png
925,930,6102.jpg,66,108,141,199,face_no_mask,666102.jpg
2768,2779,3660.png,6,112,205,363,face_with_mask,63660.png
1033,1038,4262.png,317,11,583,325,face_with_mask,3174262.png
450,452,2422.png,152,26,184,62,face_with_mask,1522422.png
3526,3541,5116.jpg,303,95,489,317,face_with_mask,3035116.jpg
2435,2446,4783.png,201,127,281,208,face_other_covering,2014783.png
3239,3252,6197.jpg,487,92,561,173,face_no_mask,4876197.jpg
1351,1357,3468.png,97,146,141,196,face_with_mask,973468.png
6390,1318,01415_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01415_Mask_Mouth_Chin.jpg
6898,1826,01941_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01941_Mask_Mouth_Chin.jpg
2067,2077,6165.jpg,470,204,741,551,face_no_mask,4706165.jpg
250,250,4225.png,155,3,496,387,face_with_mask,1554225.png
3836,3852,5654.jpg,238,211,406,423,face_other_covering,2385654.jpg
5206,134,00149_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00149_Mask_Mouth_Chin.jpg
2410,2421,3846.png,362,30,534,249,face_with_mask_incorrect,3623846.png
1986,1995,4952.png,82,55,217,210,face_with_mask,824952.png
3895,3911,3512.png,320,119,382,219,face_with_mask,3203512.png
2695,2706,4975.png,455,93,599,300,face_with_mask,4554975.png
3652,3668,1994.jpg,327,117,600,407,face_other_covering,3271994.jpg
5334,262,00289_Mask_Nose_Mouth.jpg,0,128,0,128,face_with_mask_incorrect,00289_Mask_Nose_Mouth.jpg
892,897,4882.png,282,7,424,162,face_no_mask,2824882.png
2159,2170,6081.jpg,327,17,457,171,face_no_mask,3276081.jpg
6358,1286,01378_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01378_Mask_Mouth_Chin.jpg
4556,4572,5927.jpg,325,25,561,319,face_no_mask,3255927.jpg
5419,347,00379_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00379_Mask_Mouth_Chin.jpg
2555,2566,2832.png,582,123,690,263,face_no_mask,5822832.png
3187,3199,4368.png,415,91,474,166,face_with_mask,4154368.png
1572,1578,2876.png,278,57,363,175,face_with_mask,2782876.png
4746,4763,5593.jpg,341,11,461,156,face_no_mask,3415593.jpg
4634,4651,2352.png,6,11,261,470,face_with_mask,62352.png
4137,4153,2084.jpg,29,74,146,182,face_with_mask,292084.jpg
1687,1694,3086.png,561,80,651,186,face_with_mask,5613086.png
4836,4853,3150.png,424,215,490,279,face_other_covering,4243150.png
902,907,2675.png,265,121,293,155,face_no_mask,2652675.png
3940,3956,5894.jpg,314,33,466,210,face_no_mask,3145894.jpg
2064,2074,6102.jpg,577,58,660,136,face_no_mask,5776102.jpg
3194,3206,6069.jpg,278,3,668,514,face_no_mask,2786069.jpg
3461,3476,4791.png,263,36,529,403,face_other_covering,2634791.png
3463,3478,2682.png,442,107,504,169,face_other_covering,4422682.png
1754,1762,5128.jpg,197,26,248,97,face_with_mask,1975128.jpg
1098,1103,2086.jpg,307,72,459,275,face_with_mask,3072086.jpg
3983,3999,5740.jpg,355,88,411,146,face_with_mask_incorrect,3555740.jpg
139,139,5128.jpg,67,69,111,134,face_with_mask,675128.jpg
4929,4946,5738.jpg,298,8,538,288,face_other_covering,2985738.jpg
5510,438,00484_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00484_Mask_Mouth_Chin.jpg
3777,3793,5329.jpg,109,9,595,729,face_other_covering,1095329.jpg
2936,2947,3931.png,266,193,320,258,face_with_mask,2663931.png
473,475,4536.png,723,182,865,314,face_with_mask,7234536.png
6887,1815,01929_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01929_Mask_Mouth_Chin.jpg
4516,4532,3785.png,546,114,669,272,face_with_mask,5463785.png
6349,1277,01368_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01368_Mask_Mouth_Chin.jpg
5723,651,00707_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00707_Mask_Mouth_Chin.jpg
6124,1052,01133_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01133_Mask_Mouth_Chin.jpg
4704,4721,4703.png,19,30,204,268,face_with_mask,194703.png
4070,4086,2041.jpg,821,639,1045,904,face_no_mask,8212041.jpg
6548,1476,01577_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01577_Mask_Mouth_Chin.jpg
6752,1680,01791_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01791_Mask_Mouth_Chin.jpg
1196,1201,4285.png,109,8,675,538,face_with_mask,1094285.png
2607,2618,4896.png,461,31,562,134,face_with_mask,4614896.png
1565,1571,4524.png,266,8,521,400,face_with_mask,2664524.png
2534,2545,6228.jpg,27,255,49,285,face_no_mask,276228.jpg
6085,1013,01092_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01092_Mask_Mouth_Chin.jpg
6148,1076,01159_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01159_Mask_Mouth_Chin.jpg
227,227,5121.jpg,153,62,226,156,face_with_mask,1535121.jpg
3886,3902,2026.jpg,61,2,236,203,face_with_mask,612026.jpg
153,153,4393.png,70,20,406,453,face_with_mask,704393.png
3159,3171,4385.png,148,6,315,243,face_with_mask,1484385.png
4012,4028,6019.png,746,97,1158,612,face_no_mask,7466019.png
6418,1346,01445_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01445_Mask_Mouth_Chin.jpg
4357,4373,2741.png,333,65,388,118,face_with_mask,3332741.png
6896,1824,01939_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01939_Mask_Mouth_Chin.jpg
1277,1282,6228.jpg,563,332,641,411,face_no_mask,5636228.jpg
5514,442,00489_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00489_Mask_Mouth_Chin.jpg
625,628,1900.png,409,211,570,342,face_with_mask,4091900.png
3396,3409,4389.png,5,79,221,386,face_with_mask_incorrect,54389.png
1939,1948,5993.jpg,129,221,220,304,face_no_mask,1295993.jpg
3184,3196,4231.png,79,0,373,377,face_with_mask,794231.png
2705,2716,6180.jpg,370,0,462,127,face_no_mask,3706180.jpg
2455,2466,2354.png,235,156,305,233,face_with_mask,2352354.png
4855,4872,6355.jpg,860,105,1022,315,face_no_mask,8606355.jpg
1571,1577,6403.png,612,0,1112,779,face_with_mask,6126403.png
6073,1001,01078_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01078_Mask_Mouth_Chin.jpg
4513,4529,2278.png,316,2,368,61,face_no_mask,3162278.png
4956,4973,4943.png,2,7,39,46,face_with_mask,24943.png
1971,1980,2588.png,153,196,407,588,face_with_mask,1532588.png
3420,3434,4233.png,827,70,1113,408,face_with_mask,8274233.png
5357,285,00312_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,00312_Mask_Mouth_Chin.jpg
3718,3734,4226.png,119,6,430,411,face_with_mask,1194226.png
4482,4498,2359.png,122,41,176,109,face_with_mask,1222359.png
3541,3556,3805.png,233,21,549,468,face_with_mask,2333805.png
3729,3745,3073.png,123,30,229,163,face_with_mask,1233073.png
2395,2406,6320.jpg,334,221,466,433,face_no_mask,3346320.jpg
6605,1533,01636_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01636_Mask_Mouth_Chin.jpg
4657,4674,4728.png,178,35,282,159,face_with_mask,1784728.png
6731,1659,01769_Mask_Mouth_Chin.jpg,0,128,0,128,face_with_mask_incorrect,01769_Mask_Mouth_Chin.jpg
1660,1667,2299.png,357,68,418,146,face_with_mask,3572299.png
