,name,x1,x2,y1,y2,classname,face_no_mask,face_other_covering,face_with_mask,face_with_mask_incorrect
12627,2295.png,59,73,155,206,face_with_mask,0,0,1,0
11880,5096.jpg,467,0,864,293,face_with_mask,0,0,1,0
4571,5050.jpeg,407,258,767,708,face_other_covering,0,1,0,1
7178,3353.png,73,227,137,311,face_no_mask,1,0,0,0
7025,5135.png,216,61,234,84,face_no_mask,1,0,0,0
10473,3517.png,278,178,521,540,face_with_mask,0,0,1,0
7690,4654.png,392,67,647,392,face_other_covering,0,1,0,1
977,4325.png,86,85,153,176,face_with_mask,0,0,1,0
7969,5097.jpg,8,201,70,282,face_with_mask,0,0,1,0
2449,2695.png,108,185,377,544,face_other_covering,0,1,0,1
14269,3713.png,32,0,525,504,face_with_mask,0,0,1,0
11513,6276.jpg,145,219,671,722,face_other_covering,0,1,0,1
8576,4280.png,229,117,347,317,face_with_mask,0,0,1,0
757,3414.png,80,9,223,186,face_with_mask,0,0,1,0
9600,4000.png,132,20,184,90,face_with_mask,0,0,1,0
4149,2574.png,96,8,615,561,face_with_mask,0,0,1,0
8925,6195.jpg,443,141,535,279,face_no_mask,1,0,0,0
3555,5330.jpg,515,59,629,166,face_other_covering,0,1,0,1
2944,2439.png,327,21,477,204,face_with_mask,0,0,1,0
4175,2432.png,108,203,247,333,face_with_mask,0,0,1,0
3632,1862.jpg,2548,524,4253,2675,face_other_covering,0,1,0,1
1837,6110.jpg,97,74,226,235,face_other_covering,0,1,0,1
10033,5541.jpg,73,21,353,421,face_no_mask,1,0,0,0
13717,4594.png,405,97,499,210,face_with_mask,0,0,1,0
208,4947.png,233,23,373,189,face_other_covering,0,1,0,1
7091,5151.jpg,536,36,583,94,face_with_mask,0,0,1,0
6784,2739.png,108,1,154,53,face_with_mask,0,0,1,0
2710,6190.jpg,421,43,625,299,face_no_mask,1,0,0,0
11107,3586.png,86,84,205,170,face_with_mask,0,0,1,0
3627,4217.png,108,2,518,607,face_other_covering,0,1,0,1
7694,4322.png,279,108,357,211,face_with_mask,0,0,1,0
7615,2644.png,238,390,276,466,face_no_mask,1,0,0,0
9419,4182.png,114,29,442,491,face_with_mask,0,0,1,0
8216,2404.png,150,406,199,470,face_no_mask,1,0,0,0
2950,3823.png,597,177,647,235,face_with_mask,0,0,1,0
1145,3727.png,217,371,269,424,face_no_mask,1,0,0,0
2070,3350.png,454,7,559,149,face_with_mask,0,0,1,0
3959,5302.jpg,3,0,421,415,face_no_mask,1,0,0,0
10860,4847.png,504,317,563,381,face_with_mask,0,0,1,0
8290,4498.png,704,153,811,384,face_with_mask,0,0,1,0
10722,5642.jpg,454,11,574,162,face_with_mask,0,0,1,0
13189,2285.png,400,142,653,544,face_with_mask,0,0,1,0
12077,2773.png,97,2,880,709,face_other_covering,0,1,0,1
3597,5196.jpg,2180,0,3392,939,face_with_mask,0,0,1,0
8701,3146.png,52,13,199,219,face_other_covering,0,1,0,1
3774,6167.jpg,462,109,569,236,face_no_mask,1,0,0,0
2139,3120.png,135,285,163,319,face_with_mask,0,0,1,0
6450,5451.jpg,826,50,1172,578,face_other_covering,0,1,0,1
133,2732.png,416,141,480,221,face_with_mask,0,0,1,0
9048,6018.jpg,453,196,516,286,face_no_mask,1,0,0,0
4892,3982.png,183,0,307,159,face_with_mask,0,0,1,0
13153,2617.png,32,186,111,275,face_with_mask,0,0,1,0
11929,4176.png,215,201,524,528,face_with_mask_incorrect,0,0,0,1
8011,2373.png,340,210,415,311,face_with_mask,0,0,1,0
6461,4709.png,617,136,713,270,face_with_mask,0,0,1,0
247,4674.png,9,184,146,380,face_with_mask,0,0,1,0
7488,2612.png,222,51,314,201,face_other_covering,0,1,0,1
9728,4433.png,70,28,224,190,face_no_mask,1,0,0,0
13441,6355.jpg,381,91,466,171,face_no_mask,1,0,0,0
15117,4777.png,269,67,383,233,face_with_mask,0,0,1,0
12531,3035.png,142,27,613,587,face_with_mask,0,0,1,0
1021,3294.png,281,208,362,300,face_with_mask_incorrect,0,0,0,1
5323,3088.png,127,6,324,294,face_other_covering,0,1,0,1
12811,1810.jpg,581,198,693,317,face_with_mask,0,0,1,0
13691,3284.png,169,0,534,504,face_with_mask_incorrect,0,0,0,1
12515,2124.jpg,661,101,895,412,face_with_mask,0,0,1,0
14651,4257.png,323,94,475,330,face_with_mask,0,0,1,0
3300,2550.png,191,97,229,148,face_with_mask,0,0,1,0
6194,1805.jpg,728,180,853,336,face_with_mask,0,0,1,0
10726,5381.jpg,72,110,380,517,face_no_mask,1,0,0,0
4637,6228.jpg,599,287,666,362,face_other_covering,0,1,0,1
8953,3835.png,176,101,388,382,face_with_mask,0,0,1,0
9188,2041.jpg,1267,533,1475,781,face_with_mask,0,0,1,0
3834,5939.jpg,285,9,369,101,face_no_mask,1,0,0,0
5844,3448.png,580,91,752,316,face_other_covering,0,1,0,1
10805,4760.png,314,154,405,264,face_with_mask,0,0,1,0
10480,3907.png,262,84,456,341,face_with_mask,0,0,1,0
14686,6108.jpg,701,291,958,609,face_no_mask,1,0,0,0
2915,5524.jpg,156,95,334,345,face_no_mask,1,0,0,0
7428,4010.png,270,122,325,186,face_with_mask,0,0,1,0
6163,5467.jpg,170,29,355,291,face_other_covering,0,1,0,1
3866,5698.jpg,85,11,279,275,face_no_mask,1,0,0,0
323,3466.png,263,164,338,328,face_with_mask,0,0,1,0
12096,3347.png,246,174,306,242,face_with_mask,0,0,1,0
14576,2669.png,78,49,131,113,face_no_mask,1,0,0,0
7794,6127.jpg,418,36,615,331,face_no_mask,1,0,0,0
7884,4697.png,56,98,105,181,face_with_mask,0,0,1,0
11629,1920.jpg,187,131,410,380,face_with_mask,0,0,1,0
11766,4086.png,431,181,469,224,face_with_mask,0,0,1,0
6700,4972.png,41,48,288,368,face_with_mask,0,0,1,0
14447,6103.jpg,617,266,744,373,face_no_mask,1,0,0,0
907,2293.png,417,353,458,395,face_with_mask,0,0,1,0
1227,3687.png,392,73,464,213,face_with_mask_incorrect,0,0,0,1
13412,1841.jpg,84,55,312,311,face_with_mask,0,0,1,0
6981,6256.jpg,416,191,568,387,face_no_mask,1,0,0,0
14771,2851.png,346,34,466,182,face_other_covering,0,1,0,1
12141,4546.png,189,249,499,574,face_with_mask,0,0,1,0
14284,3918.png,240,29,330,157,face_with_mask,0,0,1,0
5524,5482.jpg,103,72,383,445,face_other_covering,0,1,0,1
14314,6288.jpg,220,135,276,205,face_no_mask,1,0,0,0
8445,2114.jpeg,233,113,439,393,face_with_mask,0,0,1,0
14685,6108.jpg,121,30,399,371,face_no_mask,1,0,0,0
9739,6126.jpg,313,40,590,379,face_no_mask,1,0,0,0
9749,5130.jpg,275,62,337,133,face_with_mask,0,0,1,0
915,3124.png,355,100,460,243,face_with_mask,0,0,1,0
9899,2951.png,126,97,366,351,face_other_covering,0,1,0,1
6336,6353.jpg,2647,537,3225,1269,face_no_mask,1,0,0,0
3612,3352.png,697,4,914,121,face_with_mask,0,0,1,0
11990,5207.jpg,623,37,838,219,face_with_mask,0,0,1,0
14557,2665.png,262,168,553,481,face_other_covering,0,1,0,1
1651,1838.jpg,126,131,209,228,face_other_covering,0,1,0,1
4227,6116.jpg,650,235,783,413,face_no_mask,1,0,0,0
6012,5922.jpg,764,69,1061,489,face_no_mask,1,0,0,0
9471,3858.png,91,15,190,141,face_with_mask,0,0,1,0
15404,2460.png,261,36,417,239,face_other_covering,0,1,0,1
13943,5390.jpg,6,7,606,809,face_no_mask,1,0,0,0
1489,5457.jpeg,184,87,377,288,face_no_mask,1,0,0,0
10380,6113.jpg,74,30,223,185,face_other_covering,0,1,0,1
14464,6068.jpg,183,104,229,165,face_no_mask,1,0,0,0
12228,4174.png,446,127,583,309,face_with_mask,0,0,1,0
8939,4057.png,195,14,356,249,face_other_covering,0,1,0,1
11810,1842.jpg,560,75,805,376,face_other_covering,0,1,0,1
1650,1838.jpg,256,90,328,179,face_with_mask,0,0,1,0
108,5334.jpg,295,56,400,195,face_other_covering,0,1,0,1
5528,1919.jpg,111,279,424,648,face_with_mask,0,0,1,0
4935,2724.png,207,6,378,242,face_with_mask,0,0,1,0
9682,5280.jpg,376,36,463,176,face_other_covering,0,1,0,1
6519,6320.jpg,334,221,466,433,face_no_mask,1,0,0,0
3965,3037.png,802,251,870,340,face_with_mask,0,0,1,0
9248,5263.jpg,882,574,992,711,face_with_mask,0,0,1,0
13010,2055.jpg,358,195,442,300,face_with_mask,0,0,1,0
7149,4488.png,353,62,695,616,face_with_mask,0,0,1,0
4520,3530.png,106,98,549,589,face_with_mask,0,0,1,0
6850,4547.png,346,100,411,191,face_other_covering,0,1,0,1
11065,5227.jpg,288,88,380,220,face_with_mask,0,0,1,0
14753,2054.jpg,624,431,696,529,face_with_mask,0,0,1,0
3438,2334.png,63,241,299,581,face_with_mask,0,0,1,0
3861,6179.jpg,433,64,495,138,face_no_mask,1,0,0,0
8171,2513.png,177,7,349,162,face_no_mask,1,0,0,0
8842,3855.png,467,205,551,314,face_with_mask,0,0,1,0
12639,3372.png,166,130,234,210,face_no_mask,1,0,0,0
6179,2286.png,543,40,644,183,face_with_mask,0,0,1,0
1665,3846.png,362,30,534,249,face_with_mask_incorrect,0,0,0,1
6752,3156.png,243,4,873,571,face_other_covering,0,1,0,1
7497,3976.png,413,90,495,200,face_with_mask_incorrect,0,0,0,1
13616,5999.jpg,298,473,536,723,face_no_mask,1,0,0,0
1728,6245.jpg,693,56,855,264,face_no_mask,1,0,0,0
11755,5637.jpg,184,168,315,334,face_no_mask,1,0,0,0
12188,2392.png,225,8,485,353,face_other_covering,0,1,0,1
3665,5924.jpg,361,338,559,551,face_other_covering,0,1,0,1
13448,3721.png,305,126,651,457,face_with_mask,0,0,1,0
2972,3539.png,215,60,498,393,face_other_covering,0,1,0,1
10077,4863.png,73,8,196,184,face_with_mask,0,0,1,0
7408,2419.png,1,308,22,347,face_with_mask,0,0,1,0
6311,3698.png,9,2,167,190,face_with_mask,0,0,1,0
10886,2971.png,447,210,491,270,face_with_mask,0,0,1,0
4344,3934.png,370,84,430,155,face_with_mask,0,0,1,0
14517,3696.png,672,184,875,426,face_other_covering,0,1,0,1
5910,3085.png,359,5,497,170,face_no_mask,1,0,0,0
11185,3645.png,785,23,828,81,face_with_mask,0,0,1,0
14563,3959.png,112,10,186,93,face_with_mask,0,0,1,0
6385,5432.jpg,608,136,806,399,face_other_covering,0,1,0,1
3878,4762.png,411,6,520,161,face_with_mask,0,0,1,0
15171,5038.jpg,316,50,430,201,face_with_mask,0,0,1,0
14389,3738.png,121,240,280,482,face_with_mask,0,0,1,0
3621,6420.png,331,150,538,462,face_with_mask,0,0,1,0
13459,2829.png,163,47,308,247,face_with_mask,0,0,1,0
2486,4783.png,201,127,281,208,face_other_covering,0,1,0,1
9268,5008.jpg,113,60,394,466,face_with_mask,0,0,1,0
6741,4826.png,0,156,31,290,face_with_mask,0,0,1,0
1315,3691.png,158,90,214,175,face_with_mask,0,0,1,0
13201,6198.jpg,1057,4,1197,221,face_other_covering,0,1,0,1
9238,5172.jpg,621,49,676,127,face_with_mask,0,0,1,0
471,1990.jpg,79,317,223,476,face_with_mask,0,0,1,0
11994,5493.jpg,219,174,299,258,face_other_covering,0,1,0,1
7056,2008.jpg,137,111,250,248,face_with_mask,0,0,1,0
8180,3910.png,571,199,585,226,face_with_mask,0,0,1,0
5036,4548.png,447,4,527,123,face_with_mask,0,0,1,0
3172,4505.png,217,103,458,410,face_no_mask,1,0,0,0
12195,5952.png,395,134,484,254,face_no_mask,1,0,0,0
153,5951.jpg,335,101,473,244,face_other_covering,0,1,0,1
4462,3811.png,431,212,468,273,face_with_mask,0,0,1,0
2134,5065.jpg,1519,1148,2521,2666,face_with_mask,0,0,1,0
1524,5174.jpg,300,44,714,486,face_with_mask,0,0,1,0
1890,3974.png,214,94,567,468,face_with_mask,0,0,1,0
10221,4244.png,239,24,424,277,face_with_mask,0,0,1,0
2652,3243.png,202,152,289,270,face_with_mask,0,0,1,0
10250,2354.png,235,156,305,233,face_with_mask,0,0,1,0
8242,5449.jpg,375,219,662,447,face_other_covering,0,1,0,1
15169,5534.jpg,450,118,623,345,face_no_mask,1,0,0,0
6045,4171.png,197,81,265,166,face_with_mask,0,0,1,0
13067,3321.png,315,73,388,153,face_with_mask,0,0,1,0
1794,2158.png,137,26,556,567,face_with_mask,0,0,1,0
13804,3672.png,44,207,79,255,face_other_covering,0,1,0,1
15381,3646.png,148,122,461,525,face_with_mask,0,0,1,0
11782,4123.png,322,2,731,443,face_with_mask,0,0,1,0
5879,5863.jpg,465,114,607,306,face_no_mask,1,0,0,0
3306,3899.png,593,94,674,185,face_with_mask,0,0,1,0
41,4650.png,251,36,286,76,face_with_mask,0,0,1,0
2283,3651.png,166,26,530,501,face_with_mask,0,0,1,0
7828,4831.png,765,53,1005,290,face_with_mask,0,0,1,0
10463,3405.png,349,91,433,194,face_with_mask,0,0,1,0
15308,4636.png,275,0,864,711,face_other_covering,0,1,0,1
4014,3111.png,613,289,663,347,face_no_mask,1,0,0,0
10634,3125.png,457,82,515,181,face_with_mask,0,0,1,0
14523,3678.png,128,124,333,398,face_with_mask,0,0,1,0
15290,4596.png,84,156,254,390,face_with_mask,0,0,1,0
12546,2613.png,310,53,403,177,face_with_mask,0,0,1,0
2022,2053.jpg,520,68,657,231,face_with_mask,0,0,1,0
9855,2789.png,73,2,590,583,face_with_mask,0,0,1,0
396,2431.png,285,261,376,376,face_with_mask,0,0,1,0
14809,4447.png,136,84,281,241,face_with_mask,0,0,1,0
11402,3264.png,103,105,487,489,face_with_mask,0,0,1,0
5770,4811.png,672,435,727,513,face_with_mask,0,0,1,0
10533,3543.png,143,4,633,500,face_with_mask,0,0,1,0
5189,2733.png,228,157,281,223,face_with_mask,0,0,1,0
3045,4429.png,8,32,356,453,face_with_mask,0,0,1,0
529,5098.jpeg,279,76,305,112,face_with_mask,0,0,1,0
14827,2782.png,153,121,314,332,face_with_mask,0,0,1,0
10266,2558.png,197,5,521,448,face_with_mask,0,0,1,0
14572,6316.jpg,869,128,924,188,face_no_mask,1,0,0,0
5093,6311.jpg,234,144,436,367,face_other_covering,0,1,0,1
10361,2771.png,96,73,374,476,face_with_mask,0,0,1,0
2210,5248.jpg,146,5,389,301,face_other_covering,0,1,0,1
12198,5952.png,39,176,144,316,face_no_mask,1,0,0,0
15183,3247.png,345,133,428,234,face_with_mask,0,0,1,0
3795,2764.png,153,36,420,376,face_with_mask,0,0,1,0
7714,4021.png,363,4,514,198,face_with_mask,0,0,1,0
9415,2645.png,293,4,857,524,face_other_covering,0,1,0,1
13533,5402.jpg,211,186,422,501,face_other_covering,0,1,0,1
2270,2734.png,317,215,350,262,face_no_mask,1,0,0,0
13023,2881.png,338,109,402,208,face_with_mask,0,0,1,0
9908,2110.jpg,235,14,786,782,face_with_mask,0,0,1,0
6331,5641.jpg,108,45,395,409,face_other_covering,0,1,0,1
9429,5338.jpg,234,50,322,182,face_other_covering,0,1,0,1
14585,2153.png,442,7,602,228,face_with_mask,0,0,1,0
4700,3420.png,439,112,510,206,face_with_mask,0,0,1,0
10225,2564.png,298,132,439,312,face_with_mask,0,0,1,0
3302,2550.png,117,28,157,76,face_with_mask,0,0,1,0
4552,3849.png,269,82,488,334,face_with_mask,0,0,1,0
1386,4539.png,251,0,521,407,face_other_covering,0,1,0,1
9568,3334.png,1030,90,1089,156,face_other_covering,0,1,0,1
772,4649.png,174,115,381,402,face_no_mask,1,0,0,0
12956,1947.jpg,59,83,130,174,face_with_mask,0,0,1,0
2994,3186.png,197,40,267,132,face_with_mask,0,0,1,0
8708,2278.png,369,7,471,107,face_no_mask,1,0,0,0
6323,3151.png,72,99,449,619,face_with_mask,0,0,1,0
7037,5943.jpg,457,4,664,244,face_other_covering,0,1,0,1
3925,6026.jpg,423,116,768,566,face_no_mask,1,0,0,0
81,4356.png,768,287,845,396,face_with_mask,0,0,1,0
10031,5900.jpg,28,6,523,592,face_other_covering,0,1,0,1
6200,5622.jpg,242,36,342,169,face_other_covering,0,1,0,1
11310,3468.png,358,99,382,126,face_with_mask,0,0,1,0
4500,4076.png,628,93,694,170,face_with_mask,0,0,1,0
13853,6011.jpg,584,132,638,185,face_other_covering,0,1,0,1
8675,5033.jpg,317,104,399,212,face_with_mask,0,0,1,0
14426,6064.jpg,887,153,956,285,face_no_mask,1,0,0,0
7485,5369.jpeg,245,142,431,338,face_with_mask,0,0,1,0
7107,4923.png,29,236,331,573,face_with_mask,0,0,1,0
2254,3852.png,84,3,575,600,face_with_mask,0,0,1,0
3912,6415.png,192,25,631,692,face_with_mask,0,0,1,0
8684,4719.png,285,62,376,230,face_with_mask,0,0,1,0
10560,4476.png,142,293,436,695,face_other_covering,0,1,0,1
2787,2259.png,421,119,455,155,face_with_mask,0,0,1,0
9663,3906.png,361,157,424,245,face_with_mask,0,0,1,0
3237,4179.png,295,164,411,303,face_with_mask,0,0,1,0
4639,6228.jpg,27,255,49,285,face_no_mask,1,0,0,0
7923,4455.png,18,79,142,244,face_with_mask,0,0,1,0
9794,3743.png,143,30,551,572,face_with_mask,0,0,1,0
2592,4519.png,153,118,224,205,face_with_mask,0,0,1,0
4676,3619.png,50,1,675,613,face_with_mask,0,0,1,0
7364,3382.png,124,6,431,380,face_with_mask,0,0,1,0
439,6424.png,69,28,381,442,face_with_mask,0,0,1,0
8363,5282.jpg,465,72,543,165,face_other_covering,0,1,0,1
5130,1939.jpg,1466,287,1662,503,face_with_mask,0,0,1,0
7652,6244.jpg,162,42,385,340,face_no_mask,1,0,0,0
68,2618.png,348,3,518,223,face_with_mask,0,0,1,0
13106,4151.png,442,85,701,558,face_with_mask,0,0,1,0
2275,2330.png,529,230,622,309,face_other_covering,0,1,0,1
12125,6312.jpg,227,187,539,578,face_other_covering,0,1,0,1
6737,4826.png,541,42,596,116,face_with_mask,0,0,1,0
1106,3578.png,574,25,718,261,face_other_covering,0,1,0,1
3451,3730.png,430,6,657,271,face_with_mask,0,0,1,0
13665,2915.png,714,295,740,329,face_with_mask,0,0,1,0
3784,4018.png,768,29,869,123,face_no_mask,1,0,0,0
1077,4214.png,558,67,691,204,face_with_mask,0,0,1,0
7238,1948.jpg,1380,266,2179,1408,face_other_covering,0,1,0,1
9443,2832.png,582,123,690,263,face_no_mask,1,0,0,0
7472,6286.jpg,388,153,488,286,face_no_mask,1,0,0,0
2906,5654.jpg,798,299,958,489,face_other_covering,0,1,0,1
5970,4490.png,122,5,636,608,face_with_mask,0,0,1,0
6031,3547.png,235,0,527,318,face_other_covering,0,1,0,1
12844,6101.png,681,71,889,354,face_no_mask,1,0,0,0
10579,2322.png,74,42,166,118,face_no_mask,1,0,0,0
3036,2096.jpg,120,99,217,298,face_no_mask,1,0,0,0
8747,4320.png,114,42,376,367,face_with_mask,0,0,1,0
12744,6393.jpg,239,20,317,123,face_other_covering,0,1,0,1
2392,6000.jpg,697,329,731,398,face_no_mask,1,0,0,0
3765,3265.png,384,0,708,477,face_with_mask,0,0,1,0
3860,6179.jpg,248,93,325,165,face_no_mask,1,0,0,0
10896,6400.jpg,1598,1,1730,110,face_with_mask,0,0,1,0
4015,4034.png,142,7,408,349,face_other_covering,0,1,0,1
3922,2707.png,189,43,535,498,face_with_mask,0,0,1,0
14930,4173.png,515,40,715,297,face_with_mask,0,0,1,0
6165,2884.png,192,53,358,296,face_with_mask,0,0,1,0
13165,4381.png,216,49,350,235,face_with_mask,0,0,1,0
5728,4778.png,418,179,463,235,face_with_mask,0,0,1,0
14011,4002.png,516,68,638,265,face_with_mask_incorrect,0,0,0,1
6465,4709.png,867,57,907,174,face_no_mask,1,0,0,0
8006,5980.jpg,541,31,587,93,face_other_covering,0,1,0,1
1225,3687.png,147,87,230,201,face_with_mask,0,0,1,0
14494,2565.png,178,56,379,320,face_with_mask,0,0,1,0
2622,5049.jpg,391,108,667,504,face_with_mask,0,0,1,0
7702,4619.png,364,71,508,274,face_with_mask,0,0,1,0
12854,2464.png,223,24,307,145,face_with_mask,0,0,1,0
7256,6366.jpg,568,32,876,497,face_no_mask,1,0,0,0
1440,4613.png,338,79,434,211,face_with_mask,0,0,1,0
799,3309.png,184,171,251,258,face_with_mask,0,0,1,0
9988,5711.jpg,389,567,1853,2564,face_other_covering,0,1,0,1
8026,3296.png,252,44,336,155,face_with_mask,0,0,1,0
14189,2009.jpg,684,291,852,508,face_with_mask,0,0,1,0
13223,4096.png,318,21,437,173,face_with_mask,0,0,1,0
3813,2655.png,48,42,495,475,face_with_mask,0,0,1,0
3943,2494.png,21,207,134,335,face_with_mask,0,0,1,0
2430,2152.jpg,150,40,328,290,face_with_mask,0,0,1,0
678,3494.png,354,8,452,132,face_with_mask,0,0,1,0
3340,2280.png,611,51,718,180,face_no_mask,1,0,0,0
9425,2381.png,234,20,559,461,face_with_mask,0,0,1,0
3183,4445.png,60,183,114,247,face_no_mask,1,0,0,0
246,5279.jpg,371,205,458,306,face_other_covering,0,1,0,1
2107,5920.jpeg,1507,188,2197,989,face_no_mask,1,0,0,0
9880,5476.jpg,390,105,527,279,face_other_covering,0,1,0,1
4274,5144.jpg,186,43,497,481,face_with_mask,0,0,1,0
5674,2750.png,457,212,489,253,face_with_mask,0,0,1,0
9177,5164.jpg,151,66,375,380,face_with_mask,0,0,1,0
2322,6280.jpg,210,162,531,569,face_no_mask,1,0,0,0
8357,4871.png,45,6,329,340,face_other_covering,0,1,0,1
5433,6164.jpg,929,21,1205,370,face_no_mask,1,0,0,0
7228,5220.jpg,189,8,351,214,face_with_mask,0,0,1,0
12416,4896.png,461,31,562,134,face_with_mask,0,0,1,0
3402,3443.png,41,27,394,425,face_with_mask,0,0,1,0
4642,3246.png,227,233,281,297,face_with_mask,0,0,1,0
11340,5506.jpg,434,51,809,532,face_no_mask,1,0,0,0
15258,3740.png,310,22,382,116,face_with_mask,0,0,1,0
10963,3061.png,370,207,424,266,face_with_mask,0,0,1,0
8661,5104.jpg,605,146,783,337,face_no_mask,1,0,0,0
7152,2497.png,773,108,928,313,face_with_mask,0,0,1,0
15154,6342.jpg,390,26,528,227,face_no_mask,1,0,0,0
5166,4999.jpg,42,156,362,469,face_no_mask,1,0,0,0
11961,5947.jpg,536,52,908,542,face_no_mask,1,0,0,0
10629,4163.png,221,106,583,607,face_with_mask,0,0,1,0
5792,3498.png,90,57,396,456,face_with_mask,0,0,1,0
1956,3660.png,237,97,466,435,face_with_mask,0,0,1,0
7132,3879.png,120,58,327,313,face_with_mask,0,0,1,0
11637,6125.jpg,147,99,754,748,face_no_mask,1,0,0,0
9677,3404.png,517,276,633,414,face_with_mask,0,0,1,0
5893,3983.png,326,118,353,148,face_with_mask,0,0,1,0
10038,3194.png,104,94,226,256,face_with_mask,0,0,1,0
13915,3478.png,392,53,428,108,face_with_mask,0,0,1,0
1548,4917.png,346,84,446,225,face_with_mask,0,0,1,0
15201,3719.png,575,172,640,264,face_with_mask,0,0,1,0
9472,3858.png,234,19,363,157,face_with_mask,0,0,1,0
14271,3491.png,162,4,483,428,face_with_mask,0,0,1,0
4896,3233.png,217,2,495,282,face_other_covering,0,1,0,1
10425,3220.png,129,15,314,198,face_other_covering,0,1,0,1
262,2492.png,405,63,450,125,face_no_mask,1,0,0,0
6943,3901.png,173,67,334,275,face_with_mask,0,0,1,0
5956,4941.png,21,141,91,212,face_no_mask,1,0,0,0
8289,4498.png,429,163,567,332,face_with_mask,0,0,1,0
10962,3061.png,316,184,378,267,face_with_mask,0,0,1,0
6862,6117.jpg,46,116,391,523,face_no_mask,1,0,0,0
197,4538.png,322,51,523,325,face_with_mask,0,0,1,0
14627,2326.png,402,40,708,449,face_with_mask,0,0,1,0
15116,5883.jpg,232,5,901,904,face_no_mask,1,0,0,0
4377,4243.png,158,77,285,256,face_with_mask,0,0,1,0
1870,2233.png,309,101,449,253,face_with_mask,0,0,1,0
6375,4759.png,176,31,380,332,face_other_covering,0,1,0,1
2212,4859.png,298,48,388,164,face_with_mask,0,0,1,0
4748,3492.png,25,92,339,464,face_with_mask,0,0,1,0
8182,6378.jpg,205,21,254,95,face_no_mask,1,0,0,0
10729,4562.png,221,27,509,453,face_with_mask,0,0,1,0
14280,2006.jpg,276,145,377,255,face_with_mask,0,0,1,0
13256,3510.png,378,61,516,237,face_with_mask,0,0,1,0
12524,2124.jpg,1483,112,1598,270,face_no_mask,1,0,0,0
5580,6059.jpg,435,65,654,363,face_no_mask,1,0,0,0
7584,2802.png,314,7,422,162,face_with_mask,0,0,1,0
9047,6018.jpg,326,262,373,310,face_no_mask,1,0,0,0
12185,3050.png,440,1,676,282,face_with_mask,0,0,1,0
3736,3240.png,777,38,860,143,face_with_mask,0,0,1,0
4687,5441.jpg,359,115,639,509,face_with_mask,0,0,1,0
15162,5337.jpg,164,70,258,177,face_other_covering,0,1,0,1
10090,5184.jpg,679,80,805,229,face_with_mask,0,0,1,0
12855,2464.png,417,64,549,196,face_with_mask,0,0,1,0
5839,4269.png,133,8,565,603,face_with_mask,0,0,1,0
7824,2349.png,29,69,285,343,face_other_covering,0,1,0,1
2564,4773.png,379,83,539,265,face_with_mask,0,0,1,0
8482,3909.png,290,87,462,265,face_with_mask,0,0,1,0
7704,2440.png,346,94,480,241,face_with_mask,0,0,1,0
4682,4748.png,513,0,836,202,face_no_mask,1,0,0,0
4950,4682.png,538,137,585,183,face_with_mask,0,0,1,0
13526,5368.jpg,232,66,675,659,face_no_mask,1,0,0,0
2221,4995.jpg,186,70,291,232,face_with_mask,0,0,1,0
4194,2089.jpg,123,37,213,169,face_other_covering,0,1,0,1
11937,5558.jpg,179,14,350,251,face_other_covering,0,1,0,1
3195,3228.png,267,114,359,231,face_other_covering,0,1,0,1
15319,3412.png,294,198,619,509,face_with_mask,0,0,1,0
7334,3933.png,414,236,477,319,face_with_mask,0,0,1,0
2624,4866.png,693,157,740,210,face_with_mask,0,0,1,0
2885,4653.png,144,158,177,211,face_no_mask,1,0,0,0
9366,3002.png,156,268,230,343,face_with_mask,0,0,1,0
9688,4478.png,67,27,332,411,face_other_covering,0,1,0,1
11397,5127.jpg,396,37,452,167,face_with_mask,0,0,1,0
12491,4851.png,78,36,189,159,face_with_mask,0,0,1,0
8724,3499.png,108,3,402,295,face_with_mask,0,0,1,0
5783,4959.png,9,115,264,388,face_other_covering,0,1,0,1
6643,5985.jpg,532,199,604,296,face_no_mask,1,0,0,0
653,3635.png,551,187,694,378,face_with_mask,0,0,1,0
8003,5980.jpg,224,102,273,161,face_no_mask,1,0,0,0
7562,5948.jpg,752,241,885,417,face_no_mask,1,0,0,0
6412,3507.png,192,54,606,587,face_with_mask,0,0,1,0
4621,5158.jpg,219,10,562,390,face_with_mask,0,0,1,0
14370,3640.png,3,98,78,225,face_with_mask,0,0,1,0
4629,6228.jpg,122,151,212,275,face_no_mask,1,0,0,0
1382,3751.png,60,18,422,460,face_with_mask,0,0,1,0
12377,2196.png,282,34,507,295,face_other_covering,0,1,0,1
12287,4275.png,292,9,559,358,face_with_mask,0,0,1,0
4911,2699.png,276,62,486,439,face_other_covering,0,1,0,1
11476,4975.png,455,93,599,300,face_with_mask,0,0,1,0
6738,4826.png,413,49,450,99,face_with_mask,0,0,1,0
6377,5201.jpg,3574,991,4021,1529,face_with_mask,0,0,1,0
9773,6066.jpg,16,75,168,241,face_no_mask,1,0,0,0
8426,2284.png,493,88,568,165,face_with_mask,0,0,1,0
3142,4392.png,233,21,569,414,face_with_mask,0,0,1,0
279,3082.png,494,32,561,120,face_with_mask,0,0,1,0
1975,4843.png,171,7,554,466,face_other_covering,0,1,0,1
12713,4750.png,227,127,324,247,face_with_mask,0,0,1,0
5491,1946.jpg,209,13,318,150,face_with_mask,0,0,1,0
10621,6180.jpg,370,0,462,127,face_no_mask,1,0,0,0
